(Do Not Modify) Consumer Advisory,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Consumer Advisory ID,Title,Consumer Advisory Category,Supply,Start Date and Time,End Date and Time,Status,Redacted
8f74b623-d812-ed11-b83d-00224811ddc5,1e4lb3nj7N7RnUs7JX1mv8f6+MRke1IJMwuqQWP1hpKdgKszyInUWcpYmHjjbxxggLQqFMKUabFpBp5AtyKcvQ==,4/12/22 20:23,CA-00001188,Do not drink advisory Waiau Pa School,Do Not Drink,Waiau Pa School,25/11/2021 8:00,29/11/2021 8:00,Inactive,FALSE
ee84c4fd-c0ac-ed11-83ff-002248930713,rHj+3qb3ApmhD8hhSJZwRZKI+WdA2Gs/ue2MNnJ4QcTkG/l/TI9sNbSRcgU911N5E/ouq0M6GR7cTwT2y0cMWQ==,23/02/2023 19:24,CA-00001310,Boil Water Advisory | Waihaha Water Supply - Taupo DC | Cyclone Gabrielle,Boil Water,Waihaha Rural Area,15/02/2023 8:00,20/02/2023 8:00,Inactive,FALSE
b5febf51-a4f2-ec11-bb3d-002248934a11,uBELYUzC7b3Mlde5AQVirZeQTfh+/kh9JcEjRuQX1dEsKfB7JilkjUvy+JzGv/hd9ZEMUepCVKr8hQOmZZjmcw==,5/12/22 01:55,CA-00001135,Do not drink advice in place for Waiheke Community Childcare.,Do Not Drink,Waiheke Community Childcare,22/06/2022 8:00,27/06/2022 8:00,Inactive,FALSE
535d9f5c-4b11-ed11-b83d-00224811ddc5,WobXmnPTnS0unAWnv24H1h1VkdwJpqLPPtOlkxUYsDVx2Q5DqfnPjvDt/06tLgfxbcSrcDuiMJz7P2erqTmgww==,7/12/22 00:51,CA-00001184,Do Not Use advisory for Waiheke Island Playcentre,Do Not Use,Waiheke Island Playcentre,16/05/2022 8:00,23/05/2022 8:00,Inactive,FALSE
3b5094ed-6feb-ec11-bb3d-002248934c07,rh8ri08edMO0dzvACd+VDJtXSb86PGLV8h+B+EwrnimSd1pbtEISMfengABhei9MwiUnY/aKsKa1OY/gtEEu9A==,8/12/22 01:45,CA-00001088,Boil water advisory Hawarden (Hurunui DC),Boil Water,Waikari Basin,13/06/2022 17:00,4/7/22 08:00,Inactive,FALSE
d2663446-8340-ee11-bdf3-002248930713,Fc0LLerj9Z4r22nQdezBesIb/Z6dkHLAeyEZM0IZ6SxWVCsNi9oj+AQGKKq4NC7JHtPGSZLvToXLU5zmDi2vVg==,7/9/23 00:39,CA-00001400,Do Not Drink | Waima School,Do Not Drink,Waima School,19/07/2023 20:00,12/8/23 02:00,Inactive,FALSE
84abcc11-574b-ed11-bba2-002248933f86,Tok0ubR76/MiG+O+dHBGTa3IgllVCCKFUb/Zusbi3qw/RVU3bFKGVxUq6V5/O7wPQ5hgRbaIvE/OUiLV+kdvrQ==,5/12/22 01:43,CA-00001253,Do Not Drink - Waima School - 300+ E. coli,Do Not Drink,Waima School,21/09/2022 8:00,6/10/22 08:00,Inactive,FALSE
d8867e79-1300-ee11-8f6d-000d3acb5a90,AsL7yifHRVo253PsSZKB3Y0EyF8s7UsRHJi36Hg1nQcLVv1SbzrfyVM2vuGE6OHtroVAea+OdW8gtRR2Ov+5uA==,1/6/23 00:30,CA-00001367,Boil Water Notice for <Redacted>Supply,Boil Water,<Redacted>,28/03/2023 21:00,5/5/23 20:00,Inactive,TRUE
970a40c0-1627-ed11-9db1-00224811ddc5,lLF4wmYlGMbsojLUiLIvAfPXcnsRV0AFTY2YQ6qbpCX3TW1+gPCaDdqgTiVNv+lKIePyvAJI+M6PY0ZrXJ9Mrw==,8/12/22 03:16,CA-00001215,Boil water advisory Waimate West - E.coli detection,Boil Water,Waimate West,28/08/2022 20:00,1/9/22 18:00,Inactive,FALSE
196acd8d-4809-ed11-82e5-002248934c07,WeyKkwNDw8n9Klx+A2y7efNTrHKUONyCeAjxnly5YIUIeP7O1VGLNG16sB4a9nFt43zyUW4jSJXp82ACk+qaBg==,19/12/2022 0:30,CA-00001170,Do not drink advisory Waimauku Childcare Centre,Do Not Drink,Waimauku Childcare Centre,21/07/2022 10:00,26/07/2022 8:00,Inactive,FALSE
1df88e0e-0f9e-ee11-be37-000d3acb5a90,1L5IhJDcB9x6Oaiz1Q91TxgChRbB3f/eatIcafPywLIe9HDYHvSp0jG3SV2lPO4LW+UbqgiKUeWLMAb/4ZNupw==,26/01/2024 2:07,CA-00001505,Do Not Drink Advisory | Waioneke School,Do Not Drink,Waioneke School,18/12/2023 8:00,26/01/2024 8:00,Inactive,FALSE
e2beeb99-165b-ee11-be6f-002248930713,3KSKrNbOzx9PhgkVG/3ZQneTQwczCGisAGDoFIWtVRFlrsB/xEHptptn/cMDUQibxpqRonbkMDDXF43GuSm5ng==,15/01/2024 20:31,CA-00001410,BWN | Waioneke School,Boil Water,Waioneke School,21/09/2023 8:00,10/10/23 08:00,Inactive,FALSE
7308e791-032f-ed11-9db1-002248933f86,ajGly84sbnFEnRrNgex46KngCtLA1d0xv49e90b1hoATahqFdl6VFek1mmetuV6zeguck6n73YE11Humgd09Ig==,8/12/22 03:20,CA-00001225,Boil Water notice Waiouru Military Camp - September 2022,Boil Water,Waiouru Military Camp,6/9/22 21:00,8/9/22 08:00,Inactive,FALSE
13faf095-a2ac-ed11-83ff-000d3acb5a90,+BLKNEQJXdanmuWCPKf8qG5rSu6RqrUQ39li2lG9WxRjWnOS6UvXxN8Cnp8/wOnlU2tNKmPfJ46TNGIe884Etw==,13/03/2023 2:41,CA-00001306,Boil Water Advisory | Waipawa | Cyclone Gabrielle,Boil Water,Waipawa,14/02/2023 18:30,11/3/23 08:00,Inactive,FALSE
b76211cc-bd13-ee11-9cbe-000d3acb5a90,hNjlI7csyIDxUsFb935Rn6kYiNljaRPofU0w9bBp2DL2dKvdhJRu/rQscT8dOwBoWrruEPT4agHuP42uFYQYxg==,28/06/2023 2:50,CA-00001376,Boil Water Advisory | Waipukurau | Severe Weather,Boil Water,Waipukurau,23/06/2023 22:00,28/06/2023 15:00,Inactive,FALSE
e0a2667f-a3ac-ed11-83ff-000d3acb5a90,59Mdgor7RBnkM71x/af6AkUoK0sY9ZVsdvFqpJqJeW0Z42viXkuUtOL/VUCoXCDgm7e3orhTZwl4qtRdbmI5Pw==,23/02/2023 19:26,CA-00001307,Boil Water Advisory | Waipukurau | Cyclone Gabrielle,Boil Water,Waipukurau,14/02/2023 18:30,23/02/2023 16:36,Inactive,FALSE
0750dac8-7ffb-ed11-8f6e-002248930713,JGsZQ8aYNXzykEshsl32mjHcQTJqPpK1jDx1ShN3oPO3PSf2ecyr1GSUoqBarJOgYoBfWPCjubvfog3+SUNITQ==,6/7/23 03:59,CA-00001363,Boil Water Advisory | Wairakei Resort,Boil Water,Wairakei Resort,26/05/2023 8:00,27/05/2023 8:00,Inactive,FALSE
9b6c248c-f1f5-ed11-8848-000d3acb5a90,Z7Leu0kwuMp/U8elA6HoIEuGjgwqMry6do8lDdUD9tVdT18jhobApnxt+39I6qp7ozD9X9wAwOY0vJxUBaz4sw==,27/06/2023 20:28,CA-00001359,Do Not Drink Advisory | Waitoa Supply,Do Not Drink,Waitoa,17/05/2023 18:45,17/05/2023 22:00,Inactive,FALSE
a93f8df5-9616-ed11-b83e-00224811d0ee,CvXjqsUbRd6NHHjYLM+qnxhGlXB2pSMc0CA2chfQxn5YxkdH/EhHGkDqbs2JE4QAPb/NGAXDoPbEbc3fV5b/Mg==,5/12/22 02:05,CA-00001192,Boil water notice to staff - E.coli - Waitoki School,Boil Water,Waitoki School,11/2/22 08:00,17/02/2022 8:00,Inactive,FALSE
c71c9c7d-c597-ee11-be37-000d3acb5a90,GG59D6D1Oz171znSXwYpQEI0sG5QGp/Z4Su0VJRErLQxzi6vLEk46JY8xE5X/YgX2tXkNk45QpSM3rTLKyAGcA==,15/01/2024 2:58,CA-00001499,Do Not Drink - Waitotara School,Do Not Drink,Waitotara School,11/12/23 08:00,8/1/24 08:00,Inactive,FALSE
038135b3-32dc-ee11-904c-000d3ad07db0,kh0eb1W/tLbIs3r7TFR/e+8xl5rnbwBbYWO7rhyHdTcPHGWf8tNFI4OYXGOcLdKBxLUbbNe1EcLPedRmqat9CQ==,12/4/24 02:14,CA-00001547,Do Not Drink Advisory | Walton School,Do Not Drink,Walton School,4/3/24 08:00,11/3/24 08:00,Inactive,FALSE
3118c9dd-170e-ed11-b83d-00224811ddc5,ixa64DooWMe4Ax1g4GVjhbgZK8MJzGQAzvD+jO57Rch+5BS7ztLnkT0+4PiH7gb/FzrzJugHJbGfmx1PUPmGgA==,3/2/23 20:45,CA-00001177,Temporary BWN | Westport (Buller DC),Boil Water,Westport,21/02/2022 8:00,11/3/22 08:15,Inactive,FALSE
104aad6b-f600-ef11-9f89-00224894414a,r9dPJnS4oeaDARX7ptLCH/dOSAjFgBtR2mQlmCHiqxe/gg0DkWb5Trk6KGegWhQR78ywuhBEKOI4H5A1WHEX3w==,25/04/2024 22:47,CA-00001568,Boil Water I Whakamaru Settlers Hall,Boil Water,Whakamaru Settlers Hall,12/4/24 08:00,17/04/2024 8:00,Inactive,FALSE
4ff3ceff-0ff0-ec11-bb3d-002248934c07,dLCkkVvMHs9MQ68W6a22Wrg+CVd/cLJuM5Y3ecX15i1wdIu8m8epNkmh4mqIn0GwN561E7C2rRrN2wb84OzeJQ==,4/12/22 20:21,CA-00001092,Do not drink advisory Whakanewha Regional Park,Do Not Drink,Whakanewha Regional Park,10/6/22 08:00,20/06/2022 8:00,Inactive,FALSE
35774a7b-3011-ed11-b83d-00224811ddc5,8OSKK3oUTUDDPRhCeHxR8r7R+sMay3tXxXsuPlU8hcEOWR2PAIJ+H63nGEOhpWBRAHFQ5iU9AHTL++ntue7y9Q==,5/12/22 01:58,CA-00001183,Do not drink advisory for Whakanewha Regional Park,Do Not Drink,Whakanewha Regional Park,4/5/22 08:00,11/5/22 08:05,Inactive,FALSE
ec11e744-b793-ee11-be37-002248930713,u0nuupKBTsSJyM95ZF702hMoJNqC+iseuYYJAx2k7z4UT34Husvu0jaIIAS28e+cMzOw+jxELlwBG+ZeHUDHHA==,19/12/2023 0:52,CA-00001492,Do not Drink | Whananaki School,Do Not Drink,Whananaki School,5/12/23 08:00,19/12/2023 8:00,Inactive,FALSE
0af60dfa-b4f1-ec11-bb3d-002248934a11,Lv2l6dOzUAQPRo0bLcGQAiUzh0T24cO/35UFjKv/pq8GYtENpM2MTHSB1QgTrJfNuC6KznnrfXAdpDWhDDjTHA==,8/12/22 02:25,CA-00001122,Boil water advisory <Redacted>,Boil Water,<Redacted>,28/01/2022 8:00,4/2/22 08:00,Inactive,TRUE
61159bd7-15e6-ec11-bb3d-002248934a11,uDzP4eUekoRzpLS7OhOq7Jdnoa/Mc1VSCGuFiPKj+eS/1Poh8X697KZmeMB/rBocC581+37vvAAWrvr+fr03QQ==,8/12/22 01:35,CA-00001086,Boil water advisory Whataroa (Westland DC) Operational issues,Boil Water,Whataroa,7/6/22 08:00,6/7/22 08:00,Inactive,FALSE
0b25e3b4-1cf1-ec11-bb3d-002248934a11,+k+X8mQ6m6tn0BbFGEsq0e4r4fPLYKToGHHtfc4zNM8OsqDRhiO5UEcnQMvud1xbDQ8pKZaB5xc75GqHjw4wHA==,8/12/22 01:59,CA-00001108,Boil Water advisory Whatatutu supply,Boil Water,Whatatutu,3/12/21 08:00,6/12/21 08:00,Inactive,FALSE
639bf531-a881-ee11-8179-002248930713,JtRzPcSuSoDeQY4osZQe1zZCycaf5I6bltyLBj1s1bAPnyt3wbTiDIPWXn5QXvp0waCE8DY7PsGnnIOMfzPKJg==,19/11/2023 23:40,CA-00001479,Do Not Drink Notice - Whitikahu School,Do Not Drink,Whitikahu School,10/11/23 21:00,20/11/2023 21:00,Inactive,FALSE
ff383371-3c06-ed11-82e5-002248934c07,72GI9DOm31hyP4ez8xL5alCDwbqm5xnYUfuQ8mezTp8GGNhzNUWoKisSJ/c9n1jqtz0SaBbGGoZU7PLAE8/lXA==,8/12/22 02:50,CA-00001160,Boil Water advisory Windsor,Boil Water,Windsor,11/7/22 08:00,15/07/2022 9:00,Inactive,FALSE
f115caf9-05f1-ec11-bb3d-002248934c07,VfLd+pOb07NtV7kN6X/JYJy46hznitFqSC5167nKki0oX3rpzPeBPwzRPWE1gkGfxNWoyZs1DF9I7tuMgebidg==,8/12/22 01:52,CA-00001095,Boil water advisory Windsor - Precautionary,Boil Water,Windsor,25/11/2021 9:00,3/12/21 09:00,Inactive,FALSE
7781a76c-4acc-ee11-9079-002248933ae4,o/IE7VYwiOUuUz9yNRbpd8Hd7TryiEfzEs2q+MRjIcRadeq39eCWPldbPg9hoKjV0aNBzpERtjzxPlRgvdMPCw==,21/02/2024 23:30,CA-00001532,Boil Water | Woodville | Possum carcass in treated water reservoir,Boil Water,Woodville,15/02/2024 18:00,20/02/2024 10:00,Inactive,FALSE
67452e1d-ed24-ee11-9965-000d3acb5a90,g8yoWqXpQRLUw1Lja/MTemQ4CyVhPRfNRxbVPwBHJLC4zF43JZB51D0FrTNjGygh01Jh0QZy4iJ0gbiiz4Ot9w==,17/07/2023 21:59,CA-00001386,Boil Water Notice BWN - Pongaroa,Boil Water,Woodville,10/7/23 16:30,18/07/2023 8:00,Inactive,FALSE
7dbd95b2-382a-ed11-9db1-00224811ddc5,ywHRI3KELx7kwy2otq7NJV/lbW8EjJ7AxH9VHUL8bfYmGn414UfV3y7EqOvpPylRPatSJCfeRcUktBBl6vo4Tg==,8/12/22 03:18,CA-00001220,Boil water advisory Woodville,Boil Water,Woodville,1/9/22 20:00,8/9/22 08:00,Inactive,FALSE
df66792d-439d-ee11-be37-000d3acb5a90,rwJK/suED00chEwujj0LBdgFf/aSzFqYHdZBmsvHEcYaFIehYeSW9BrIluBfGoUZPkskGSw4lO79+zvaqMtQmw==,7/1/24 19:15,CA-00001504,Boil Water Notice | <Redacted> <Redacted> Managed by <Redacted>,Boil Water,,17/12/2023 8:00,27/12/2023 8:00,Inactive,TRUE
4754244b-6b89-ee11-be36-000d3acb5a90,79D4NJlq0JDcOsUHbCxGlbENH1GwjuI5Q0WlCXuv1411pbQM+FiIuqV1u/eWO8Ta3haGA5b/Y5gNj53s73jpXw==,29/11/2023 1:21,CA-00001487,Boil Water for <Redacted>,Boil Water,,22/11/2023 8:00,28/11/2023 8:00,Inactive,TRUE
5d9b887a-ac1e-ee11-9966-002248933ae4,qViU+T4pNH2xRuNKXjiFRB0YRhgLs6Dt6OJKr23NQliWzcZ2OLDfqsnVKanWdkJ0D63+/Au4cVVsE7c2TSeKbQ==,17/03/2024 20:30,CA-00001383,Do not drink advisory | <Redacted>,Do Not Drink,,10/7/23 20:00,16/07/2023 20:00,Inactive,TRUE
680e2322-09c9-ed11-b596-002248930713,g60K+U1QzbxeUzp6iJpQ6cB1wbYDEDJNPwSiOvhwa4lwjWB59636ZE7XZ7L1ahbqS+YpxHJwDf4BWAWPxIHe8Q==,22/03/2023 23:28,CA-00001336,Do not Drink Advisory | <Redacted>- Unregistered Supply,Do Not Drink,,4/3/23 08:00,9/3/23 08:00,Inactive,TRUE
ae9d7d2f-06c9-ed11-b596-002248930713,6d93EiUgwymBE4hyHnxHysDffaNZ9Ffwh2PIQ0JntBuThxVLRw52Axq5xKUKDAPfdUJuTZfxetrbYnmgO2KEqQ==,17/05/2023 20:39,CA-00001333,Boil Water | <Redacted>- Unregistered Supply,Boil Water,,24/02/2023 8:00,30/04/2023 8:00,Inactive,TRUE
ec57a0f4-e3b6-ed11-b597-002248930713,MqX0utyFf6QjtV1wPTOhMnHzCjF7deepwfmRnFSLyZA9aNzPCs0vetGP8txc6lGkqXKxGRn6SQXsYmmY2lKsFw==,17/05/2023 4:07,CA-00001322,Boil Water <Redacted>,Boil Water,,16/02/2023 21:00,24/02/2023 21:00,Inactive,TRUE
9c7fdfc7-1ac9-ed11-b596-002248930713,dKNDFp+rR/mBEzXY+VWtvAgkFeFxVs+kkCw5YLqkG8B5zE2tJH5vA3HtCWthSlfS+E7h7LqlfU3fe/r6v+uAgg==,23/03/2023 1:38,CA-00001338,Boil Water Advisory | <Redacted>-Unregistered,Boil Water,,25/01/2023 8:00,30/01/2023 8:00,Inactive,TRUE
7e699809-3782-ed11-81ac-002248930713,/cl0Soo+tuuFyP09f/nPT0r1iEcptj9chCntWNmKNroP5++GldBLgeBdzE2K5EWuODRJhZ2KLooWNtuJBwmkRw==,15/05/2023 23:18,CA-00001285,Do not Use Advisory | <Redacted>,Do Not Use,,20/12/2022 8:00,27/12/2022 8:00,Inactive,TRUE
065700a3-1d5b-ed11-9562-002248933f86,bgqvUZd5HtjbCQC4SFyftxC3iGZpxcygAshQ/mdARmtJBPB0URNluYBzXgT3Hw1EQXA3cPWy/ZGeJj3QEIJICg==,8/12/22 03:25,CA-00001256,Boil water advisory <Redacted>Unregistered Rural VSC water supply,Boil Water,,21/10/2022 8:00,10/11/22 08:00,Inactive,TRUE
625207e2-e149-ed11-bba2-002248933ae4,bzLGAy/XCfpGB8fSV8ycrFRjJRjNXez/gOREKwwqAbOfoG8sToSqw4MDpK5iOKOzs06AYK9krzFxTOb7ojl97Q==,5/12/22 01:13,CA-00001246,Boil Water Notice - <Redacted>- Unregistered supply,Boil Water,,1/9/22 08:00,8/9/22 08:00,Inactive,TRUE
9849e2e2-fa23-ed11-9db1-00224811d0ee,EH5EWZdt7a1toA2TVJ6P98415xoARzHq+GYr8wR6OQRNHT4BPYIJaj4I3FezhCdAmfr/IHHswTG1iRhOpZ0+4w==,8/12/22 03:15,CA-00001213,Boil water advisory <Redacted>,Boil Water,,28/07/2022 13:30,1/8/22 08:00,Inactive,TRUE
159ad169-c849-ed11-bba2-002248933ae4,vQ62dXczWvE+sAFLgiGghKDL1rL4XRTT95x5N7hvYhkmIuRBxBiVZulPqxMbA+n8HgaFgdRFfzcjPTxdO2jRsA==,5/12/22 01:09,CA-00001244,Boil Water - <Redacted>- Unregistered supply,Boil Water,,29/04/2022 8:00,13/05/2022 8:00,Inactive,TRUE
80f22cf1-b249-ed11-bba2-002248933ae4,8Kd553RoN/99bc62Hq6Dz86CXzCMeKiWa4/SFMCJUtkZD1U2VR4awAkk87BNHOoKI3zAWSlLFlhD8ROFm6ojlQ==,5/12/22 01:07,CA-00001241,Do Not Drink - <Redacted>- Unregistered supply,Do Not Drink,,4/3/22 08:00,15/03/2022 8:00,Inactive,TRUE
53dad1eb-fe11-ed11-b83d-00224811ddc5,XGid0e8kYUCpVAABB78caovqZafeYZEdF9ms7U3j3mIyTlCwqSv2n+TsU168ZHus6ZKe8rYgGzD/z/MVoCkBvA==,5/12/22 02:02,CA-00001186,Do not use for drinking advice until retesting complete for <Redacted> - Unregistered supply,Do Not Use,,4/2/22 08:00,14/02/2022 8:00,Inactive,TRUE
903cd261-77f2-ec11-bb3d-002248934a11,bHItkXKFCGztMMEOdwSEmIOoAiiDywFbj/ZDkIbKoLUjrFznS4/mtqst/gojomh6R0jO+jUPh3ffmLnLfTGpzw==,5/12/22 01:50,CA-00001131,Do not drink advisory in place for <Redacted>unregistered supply,Do Not Drink,,24/12/2021 8:00,20/01/2022 8:00,Inactive,TRUE
2719ee1a-a7f1-ec11-bb3d-002248934a11,T+Xn5ie1I6uzompO0piDOhYLcRKMeKEH+R7oMxIQJgSmIkwpoovvTWGvKtveEukQtTqS49CbkR2d3/ctmptN7g==,8/12/22 02:21,CA-00001118,Do not use advisory <Redacted>- Unregistered supply,Do Not Use,,24/12/2021 8:00,26/12/2021 10:46,Inactive,TRUE
3ca254a7-97f1-ec11-bb3d-002248934a11,skTneD4qn+JPQ6A6tOZ1WimVUWFr4NX0GFJzpweVqmhezUvzmvm8ooZnV+5Hij3j0XA4eod7qeUUI+lWHpWFaQ==,8/12/22 02:00,CA-00001111,Boil Water advisory <Redacted> - Unregistered supply,Boil Water,,23/12/2021 8:00,28/12/2021 8:00,Inactive,TRUE
aa8c4003-9cf1-ec11-bb3d-002248934a11,r+xawyPHM81WKyXORgzZBK2cow5vbi8S0EbRSoxcyGCrbUJXi9O7Q8cMENfeTkt83y3CD1WD5O7MWPwqeX1XsQ==,27/06/2023 0:45,CA-00001113,Boil Water advisory <Redacted> - Unregistered supply,Boil Water,,11/12/21 08:00,24/12/2021 8:00,Inactive,TRUE
42de0e22-99f1-ec11-bb3d-002248934a11,CCA4qoxzeiLtw+frByl5Hf7ywI3R/b1ZbLc6Iz3GQlPHsxgQIptj8rr5gi/OABC009M/NVMFb2btlDyswaoaNw==,8/12/22 02:01,CA-00001112,Boil Water advisory <Redacted> - Unregistered supply,Boil Water,,23/11/2021 8:00,24/12/2021 8:00,Inactive,TRUE
c53ab4dc-15f1-ec11-bb3d-002248934a11,l2djbGBMWKF7bvEPph/Vi5rT4J5UcWzZXU7SxWFmMp8vxF3xcdky8Fhp2i+BHNghBZK1SBGbEfq+e/M3ytZaFw==,8/12/22 01:57,CA-00001104,Boil Water advisory <Redacted> - Unregistered supply,Boil Water,,16/11/2021 8:00,30/11/2021 8:00,Inactive,TRUE
